|Unnamed: 0|Unnamed: 0.1|Unnamed: 0.1.1|Unnamed: 0.1.1.1|Unnamed: 0.1.1.1.1|Unnamed: 0.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1.1.1|index|Loan_ID|Gender|Married|Dependents|Education|Self_Employed|ApplicantIncome|CoapplicantIncome|LoanAmount|Loan_Amount_Term|Credit_History|Property_Area|Loan_Status
517|517|517|517|517|517|517|Allez au boulot ! :)|517|ù*ùfsfsf///||517|LP002682|Male|Yes||Not Graduate|No|3074|1800.0|123.0|360.0|0.0|Semiurban|N
518|518|518|518|518|518|518|518|518|Allez au boulot ! :)|518.0|518|LP002683|Male|No|0|Graduate|No|4683|1915.0|185.0|360.0|1.0|Semiurban|N
519|519|519|519|519|519|519|519|519|ù*ùfsfsf///|519.0|None|LP002684|Female|No|0|Not Graduate|No|3400|0.0|95.0|360.0|1.0|Rural|N
520|520|520|520|520|520|520|520|520|520|520.0|520|LP002689|Male|Yes|2|Not Graduate|No|2192|1742.0|45.0|360.0|1.0|Semiurban|Y
521|521|521|521|521|521|521|521|521|521|521.0|521|LP002690|Male|No|0|Graduate|No|2500|0.0|55.0|360.0|1.0|Semiurban|Y
522|522|522|522|522|522|522|522|522|522|522.0|522|LP002692|Male|Yes|3+|Graduate|Yes|5677|1424.0|100.0|360.0|1.0|Rural|Y
523|523|523|523|523|Allez au boulot ! :)|523|523|523|523|Allez au boulot ! :)|ù*ùfsfsf///|LP002693|Male|Yes|2|Graduate|Yes|7948|7166.0|480.0|360.0|1.0|Rural|Y
524|524|524|524|524|524|524|524|524|524|524.0|524|-400|Male|hello|0|Graduate|No|4680|2087.0||360.0|1.0|Semiurban|N
525|525|525|525|525|525|525|525|525|Allez au boulot ! :)||525|LP002699|Male|Yes|2|Graduate|Yes|17500|0.0|400.0|360.0|1.0|Rural|Y
526|526|526|526|526|526|526|526|526|55555555555|526.0|526|LP002705|Male|Yes|0|Graduate|No|3775|0.0|110.0|360.0|1.0|Semiurban|Y
527|527|527|527|527|527|527|527|527|527|527.0|527|LP002706|Male|Yes|1|Not Graduate|No|5285|1430.0|161.0|360.0|0.0|Semiurban|Y
528|528|528|528|528|Allez au boulot ! :)|528|528|528|Allez au boulot ! :)|528.0|528|LP002714|Male|No|1|Not Graduate|No|2679|1302.0|94.0|360.0|1.0|Semiurban|Y
529|529|529|529|529|529|529|529|529|529|529.0|529|LP002716|Male|No|0|Not Graduate|No|6783|0.0|130.0|360.0|1.0|Semiurban|Y
530|530|530|530|530|530|55555555555|530|530|530|530.0|530|LP002717|Male|Yes|0|Graduate|No|1025|5500.0|216.0|360.0||Rural|Y
531|531|531|531|531|531|Allez au boulot ! :)|531|531|531|531.0|531|LP002720|Male|Yes|3+|Graduate|No|4281|0.0|100.0|360.0|1.0|Urban|Y
532|532|532|532|532|532|532|532|532|532|532.0|532|LP002723|Male|No|2|Graduate|No|3588|0.0|110.0|360.0|0.0|Rural|N
533|533|533|533|533|533|533|533|533|533|533.0|533|LP002729|Male|No|1|Graduate|No|11250|0.0|196.0|360.0||Semiurban|N
534|534|534|534|534|534|534|534|534|534|534.0|534|LP002731|Female|No|0|Not Graduate|Yes|18165|0.0|125.0|360.0|1.0|Urban|Y
535|535|535|535|535|535|535|535|535|ù*ùfsfsf///|hello|535|LP002732|Male|No|0|Not Graduate||2550|2042.0|126.0|360.0|1.0|Rural|Y
536|536|536|536|536|536|536|536|536|536|536.0|536|LP002734|Male|Yes|0|Graduate|No|6133|3906.0|324.0|360.0|1.0|Urban|Y
537|537|537|537|537|537|537|537|537|537|537.0|537|LP002738|Male|No|2|Graduate|No|3617|0.0|107.0|360.0|1.0|Semiurban|Y
538|538|538|538|538|538|538|538|538|538|538.0|None|LP002739|Male|Yes|0|Not Graduate|No|2917|536.0|66.0|360.0|1.0|Rural|N
539|539|539|539|539|539|539|539|539|539|539.0|539|LP002740|Male|Yes|3+|Graduate|No|6417|0.0|157.0|180.0|1.0|Rural|Y
540|540|540|540|540|540|Allez au boulot ! :)|Allez au boulot ! :)|540|540|540.0|540|LP002741|Female|Yes||Graduate|No|4608|2845.0|140.0|180.0|1.0|Semiurban|Y
541|541|541|541|541|541|541|541|541|541|541.0|None|LP002743|Female|No|0|Graduate|No|2138|0.0|99.0|360.0|0.0|Semiurban|N
542|542|542|542|542|542|542|542|542|542|542.0|542|LP002753|Female|No|1|Graduate||3652|0.0|95.0|360.0|1.0|Semiurban|Y
543|543|543|543|543|543|543|543|543|543|543.0|543|LP002755|Male|Yes|1|Not Graduate|No|2239|2524.0|128.0|360.0|1.0|Urban|Y
544|544|544|544|544|544|544|544|544|ù*ùfsfsf///|Allez au boulot ! :)|544|LP002757|Female|Yes|0|Not Graduate|No|3017|663.0|102.0|360.0||Semiurban|Y
545|545|545|545|545|545|545|545|545|545|545.0|545|LP002767|Male|Yes|0|Graduate|No|2768|1950.0|155.0|360.0|1.0|Rural|Y
546|546|546|546|546|546|546|546|546|546|546.0|546|LP002768|Male|No|0|Not Graduate|No|3358|0.0|80.0|36.0|1.0|Semiurban|N
547|547|547|547|547|Allez au boulot ! :)|547|547|547|547|547.0|547|LP002772|Male|No|0|Graduate|No|2526|1783.0|145.0|360.0|1.0|Rural|Y
548|548|548|548|548|548|548|548|Allez au boulot ! :)|548|Allez au boulot ! :)|548|LP002776|Female|hello|0|Graduate|No|5000|0.0|103.0|360.0|0.0|Semiurban|N
549|549|549|549|549|549|549|549|549|549|549.0|549|LP002777|Male|Yes|0|Graduate|No|2785|2016.0|110.0|360.0|1.0|Rural|Y
550|550|550|550|550|550|550|550|550|550|550.0|550|LP002778|Male|Yes|2|Graduate|Yes|6633|0.0||360.0|0.0|Rural|N
551|551|551|551|551|551|Allez au boulot ! :)|551|551|551|551.0|551|LP002784|Male|Yes|1|Not Graduate|No|2492|2375.0||360.0|1.0|Rural|Y
552|552|552|552|552|552|Allez au boulot ! :)|552|552|552|552.0|552|LP002785|Male|Yes|1|Graduate|No|3333|3250.0|158.0|360.0|1.0|Urban|Y
553|553|553|553|553|553|553|553|553|553|553.0|553|LP002788|Male|Yes|0|Not Graduate|No|2454|2333.0|181.0|360.0|0.0|Urban|N
554|554|554|554|554|554|554|Allez au boulot ! :)|554|554|554.0|Allez au boulot ! :)|LP002789|Male|Yes|0|Graduate|No|3593|4266.0|132.0|180.0|0.0|Rural|N
555|555|555|555|555|555|Allez au boulot ! :)|555|555|555|555.0|555|LP002792|Male|Yes|1|Graduate|No|5468|1032.0|26.0|360.0|1.0|Semiurban|Y
556|556|556|556|556|556|556|556|556|556|556.0||LP002794|Female|No|0|Graduate|No|2667|1625.0|84.0|360.0||Urban|Y
557|557|557|557|557|557|557|557|557|ù*ùfsfsf///|557.0|557|LP002795|Male|Yes|3+|Graduate|Yes|10139|0.0|260.0|360.0|1.0|Semiurban|Y
558|558|558|558|558|558|558|558|558|558|558.0|ù*ùfsfsf///|LP002798|Male|Yes|0|Graduate|No|3887|2669.0|162.0|360.0|1.0|Semiurban|Y
559|559|559|559|559|559|559|559|559|559|559.0|559|LP002804|Female|Yes|0|Graduate|No|4180|2306.0|182.0|360.0|1.0|Semiurban|Y
560|560|560|560|560|560|560|560|560|560|560.0|560|LP002807|Male|Yes|2|Not Graduate|No|3675|242.0|108.0|360.0|1.0|Semiurban|Y
561|561|561|561|561|561|561|561|561|561|561.0|561|LP002813|Female|Yes|1|Graduate|Yes|19484|0.0|600.0|360.0|1.0|Semiurban|Y
562|562|562|562|562|562|Allez au boulot ! :)|562|562|562|562.0|562|LP002820|Male|Yes|0|Graduate|No|5923|2054.0|211.0|360.0|1.0|Rural|Y
563|563|563|563|563|563|563|55555555555|563|Allez au boulot ! :)|563.0|563|LP002821|Male||0|Not Graduate|Yes|5800|0.0|132.0|360.0|1.0|Semiurban|Y
564|564|564|564|564|564|564|564|564|0|564.0|564|LP002832|Male|Yes|2|Graduate|No|8799|0.0|258.0|360.0|0.0|Urban|N
565|565|565|565|565|565|Allez au boulot ! :)|courage!!!|565|565|565.0|565|LP002833|Male|Yes|0|Not Graduate|No|4467|0.0|120.0|360.0||Rural|Y
566|566|566|566|566|566|566|566|566|Allez au boulot ! :)|566.0|566|LP002836|Male||0|Graduate|No|3333|0.0|70.0|360.0|1.0|Urban|Y
567|567|567|567|567|567|567|567|567|567|hello|567|LP002837|Male||3+|Graduate|No|3400|2500.0|123.0|360.0|0.0|Rural|N
568|568|568|568|568|568|568|568|Allez au boulot ! :)|568|hello|None|LP002840|Female|No|0|Graduate|No|2378|0.0|9.0|360.0|1.0|Urban|N
569|569|569|569|569|569|569|569|569|569|569.0|569|LP002841|Male|Yes|0|Graduate|No|3166|2064.0|104.0|360.0|0.0|Urban|N
570|570|570|570|570|570|570|570|570|570|570.0|570|LP002842|Male|Yes|1|Graduate|No|3417|1750.0|186.0|360.0|1.0|Urban|Y
571|571|571|571|571|571|571|571|571|571|571.0|571|LP002847|Male|Yes||Graduate|No|5116|1451.0|165.0|360.0|0.0|Urban|N
572|572|572|572|572|572|572|572|572|572||572|LP002855|None|Yes|2|Graduate|No|16666|0.0|275.0|360.0|1.0|Urban|Y
573|573|573|573|573|573|573|573|573|573|573.0|573|-400|Male|Yes|2|Not Graduate|No|6125|1625.0|187.0|480.0|1.0|Semiurban|N
574|574|574|574|574|574|Allez au boulot ! :)|574|574|574|574.0|574|LP002863|Male|Yes|3+|Graduate|No|6406|0.0|150.0|360.0|1.0|Semiurban|N
575|575|575|575|575|575|575|575|575|575|575.0|Allez au boulot ! :)|LP002868|Male|Yes|2|Graduate|No|3159|461.0|108.0|84.0|1.0|Urban|Y
576|576|576|576|576|576|576|576|576|576|576.0|576|LP002872||Yes|0|Graduate|No|3087|2210.0|136.0|360.0|0.0|Semiurban|N
577|577|577|577|577|577|577|577|577|577|577.0|577|LP002874|Male|No|0|Graduate|No|3229|2739.0|110.0|360.0|1.0|Urban|Y
578|578|578|578|578|578|578|578|578|578|hello|578|LP002877|Male|hello|1|Graduate|No|1782|2232.0|107.0|360.0|1.0|Rural|Y
579|579|579|579|579|579|579|579|579|579|579.0|579|LP002888|Male|No|0|Graduate||3182|2917.0|161.0|360.0|1.0|Urban|Y
580|580|580|580|580|580|580|580|580|580|580.0|ù*ùfsfsf///|LP002892|Male|Yes|2|Graduate|No|6540|0.0|205.0|360.0|1.0|Semiurban|Y
581|581|581|581|581|581|581|581|581|581|581.0|581|LP002893|Male|No|0|Graduate|No|1836|33837.0|90.0|360.0|1.0|Urban|N
582|582|582|582|582|582|582|582|582|582|582.0|582|LP002894|Female|Yes||Graduate|No|3166|0.0|36.0|360.0|1.0|Semiurban|Y
583|583|583|583|583|583|55555555555|Allez au boulot ! :)|583|583|Allez au boulot ! :)|None|LP002898|Male|Yes|1|Graduate|No|1880|0.0|61.0|360.0||Rural|N
584|584|584|584|584|Allez au boulot ! :)|584|584|584|584|584.0|584|LP002911|Male|Yes|1|Graduate|No|2787|1917.0|146.0|360.0|0.0|Rural|N
585|585|585|585|585|Allez au boulot ! :)|Allez au boulot ! :)|585|585|585|585.0|585|LP002912|ù*ùfsfsf///|Yes|1|Graduate|No|4283|3000.0|172.0|84.0|1.0|Rural|N
586|586|586|586|586|586|586|586|586|586|Allez au boulot ! :)|586|LP002916|Male|Yes|0|Graduate|No|2297|1522.0|104.0|360.0|1.0|Urban|Y
587|587|587|587|587|587|587|587|587|587|587.0|587|LP002917|Female|No|0|Not Graduate|No|2165|0.0|70.0|360.0|1.0|Semiurban|Y
588|588|588|588|588|588|588|588|588|588|588.0|588|LP002925||No|0|Graduate|No|4750|0.0|94.0|360.0|1.0|Semiurban|Y
589|589|589|589|589|589|589|589|589|589|589.0|ù*ùfsfsf///|LP002926|Male|Yes|2|Graduate|Yes|2726|0.0|106.0|360.0|0.0|Semiurban|N
590|590|590|590|590|590|590|590|590|590|590.0|590|LP002928|Male|Yes|0|Graduate|No|3000|3416.0|56.0|180.0|1.0|Semiurban|Y
591|591|591|591|591|591|591|591|courage!!!|591|591.0|591|LP002931|Male|Yes|2|Graduate|Yes|6000|0.0|205.0|240.0|1.0|Semiurban|N
592|592|592|592|592|Allez au boulot ! :)|592|592|592|ù*ùfsfsf///|592.0|592|LP002933||No|3+|Graduate|Yes|9357|0.0|292.0|360.0|1.0|Semiurban|Y
593|593|593|593|593|593|593|593|593|593|593.0|593|LP002936|Male||0|Graduate|No|3859|3300.0|142.0|180.0|1.0|Rural|Y
594|594|594|594|594|594|594|594|594|ù*ùfsfsf///|594.0|594|LP002938|Male|Yes|0|Graduate|Yes|16120|0.0|260.0|360.0|1.0|Urban|Y
595|595|595|595|595|595|595|595|595|595|595.0|595|LP002940|Male|No|0|Not Graduate|No|3833|0.0|110.0|360.0|1.0|Rural|Y
596|596|596|596|596|596|596|596|596|596|hello|596|LP002941|Male|Yes|2|Not Graduate|Yes|6383|1000.0|187.0|360.0|1.0|Rural|N
597|597|597|597|597|597|597|597|597|597|597.0|ù*ùfsfsf///|LP002943|Male|No||Graduate|No|2987|0.0|88.0|360.0|0.0|Semiurban|N
598|598|598|598|598|598|598|598|598|598|Allez au boulot ! :)|598|LP002945|Male|Yes|0|Graduate|Yes|9963|0.0|180.0|360.0|1.0|Rural|Y
599|599|599|599|599|599|599|599|599|599|599.0|599|LP002948|Male|Yes|2|Graduate|No|5780|0.0|192.0|360.0|1.0|Urban|Y
600|600|600|600|600|600|55555555555|600|600|600|600.0|600|LP002949|Female|hello|3+|Graduate||416|41667.0|350.0|180.0||Urban|N
601|601|601|601|601|601|601|601|601|601|601.0|601|LP002950|Male|Yes|0|Not Graduate||2894|2792.0|155.0|360.0|1.0|Rural|Y
602|602|602|602|602|602|602|602|602|602|602.0|602|LP002953|Male|Yes|3+|Graduate|No|5703|0.0|128.0|360.0|1.0|Urban|Y
603|603|603|603|603|603|603|603|603|603|603.0|603|LP002958|Male|No|0|Graduate|No|3676|4301.0|172.0|360.0|1.0|Rural|Y
604|604|604|604|604|604|604|604|604|604|604.0|604|LP002959|None|Yes|1|Graduate|No|12000|0.0|496.0|360.0|1.0|Semiurban|Y
605|605|605|605|605|605|605|605|605|605|hello|605|LP002960|None|Yes|0|Not Graduate|No|2400|3800.0||180.0|1.0|Urban|N
606|606|606|606|606|606|606|606|606|606|606.0|606|LP002961|Male|Yes|1|Graduate|No|3400|2500.0|173.0|360.0|1.0|Semiurban|Y
607|607|607|607|607|607|607|607|607|607|607.0|607|LP002964|Male|Yes|2|Not Graduate|No|3987|1411.0|157.0|360.0|1.0|Rural|Y
608|608|608|608|608|608|608|608|608|608|608.0|608|LP002974|Male|Yes|0|Graduate|No|3232|1950.0|108.0|360.0|1.0|Rural|Y
609|609|609|609|609|Allez au boulot ! :)|Allez au boulot ! :)|609|55555555555|609|609.0|609|LP002978|Female|No|0|Graduate|No|2900|0.0|71.0|360.0|1.0|Rural|Y
610|610|610|610|610|610|610|610|610|610|610.0|610|LP002979|Male|Yes|3+|Graduate|No|4106|0.0|40.0|180.0|1.0|Rural|Y
611|611|611|611|611|611|611|611|611|611|611.0|611|LP002983|Male|Yes|1|Graduate|No|8072|240.0|253.0|360.0|1.0|Urban|Y
612|612|612|612|612|612|612|612|612|612|612.0|612|LP002984|Male|Yes|2|Graduate|No|7583|0.0|187.0|360.0|1.0|Urban|Y
613|613|613|613|613|613|613|613|613|613|613.0|613|LP002990|Female|No|0|Graduate|Yes|4583|0.0|133.0|360.0|0.0|Semiurban|N
614|614|614|614|614|614|614|614|614|614|614.0|0|LP001015|Male|Yes|0|Graduate|No|5720|0.0|110.0|360.0|1.0|Urban|
615|615|615|615|615|615|615|615|615|615|615.0|1|LP001022|Male|Yes|1|Graduate|No|3076|1500.0|126.0|360.0|1.0|Urban|
616|616|616|616|616|616|616|616|616|616|616.0|2|LP001031|Male||2|Graduate|No|5000|1800.0|208.0|360.0|1.0|Urban|
617|617|617|617|617|617|617|617|617|617|617.0|3|LP001035|Male|Yes|2|Graduate|No|2340|2546.0|100.0|360.0||Urban|
618|618|618|618|618|618|618|618|55555555555|618|618.0|4|LP001051|Male|No|0|Not Graduate|No|3276|0.0|78.0|360.0|1.0|Urban|
619|619|619|619|619|619|619|619|619|Allez au boulot ! :)|619.0|Allez au boulot ! :)|LP001054|Male|Yes|0|Not Graduate|Yes|2165|3422.0|152.0|360.0|1.0|Urban|
620|620|620|620|620|620|620|620|620|620|620.0|None|LP001055|Female|No|1|Not Graduate|No|2226|0.0|59.0|360.0|1.0|Semiurban|
621|621|621|621|621|621|621|621|621|621|621.0|7|LP001056|Male|Yes|2|Not Graduate|No|3881|0.0|147.0|360.0|0.0|Rural|
622|622|622|622|622|622|622|622|Allez au boulot ! :)|622|622.0|8|LP001059|Male|Yes||Graduate||13633|0.0|280.0|240.0|1.0|Urban|
623|623|623|623|623|623|623|623|623|Allez au boulot ! :)|courage!!!|9|LP001067|Male|No|0|Not Graduate|No|2400|2400.0|123.0|360.0|1.0|Semiurban|
624|624|624|624|624|Allez au boulot ! :)|624|courage!!!|624|ù*ùfsfsf///|624.0|10|LP001078|Male|No|0|Not Graduate|No|3091|0.0|90.0|360.0|1.0|Urban|
625|625|625|625|625|625|625|625|625|625|625.0|11|LP001082|Male|Yes|1|Graduate||2185|1516.0|162.0|360.0|1.0|Semiurban|
626|626|626|626|626|626|626|626|626|626|626.0|12|LP001083|ù*ùfsfsf///|No|3+|Graduate|No|4166|0.0|40.0|180.0||Urban|
627|627|627|627|627|627|627|627|Allez au boulot ! :)|627|627.0|ù*ùfsfsf///|LP001094|Male|Yes|2|Graduate||12173|0.0|166.0|360.0|0.0|Semiurban|
628|628|628|628|628|628|628|628|628|628|628.0|ù*ùfsfsf///|LP001096|Female||0|Graduate|No|4666|0.0|124.0|360.0|1.0|Semiurban|
629|629|629|629|629|629|629|Allez au boulot ! :)|629|Allez au boulot ! :)|629.0|15|LP001099|Male|No|1|Graduate|No|5667|0.0|131.0|360.0|1.0|Urban|
630|630|630|630|630|630|630|630|630|630|630.0|16|LP001105|Male|Yes|2|Graduate|No|4583|2916.0|200.0|360.0|1.0|Urban|
631|631|631|631|631|631|631|631|631|631|631.0|17|LP001107|None|Yes|3+|Graduate|No|3786|333.0|126.0|360.0|1.0|Semiurban|
632|632|632|632|632|632|632|632|courage!!!|632|632.0|18|LP001108|None|Yes|0|Graduate|No|9226|7916.0|300.0|360.0|1.0|Urban|
633|633|633|633|633|633|633|633|633|633|633.0|19|LP001115|Male|No|0|Graduate|No|1300|3470.0|100.0|180.0|1.0|Semiurban|
634|634|634|634|634|634|634|Allez au boulot ! :)|634|634|634.0|20|LP001121|None|Yes|1|Not Graduate|No|1888|1620.0|48.0|360.0|1.0|Urban|
635|635|635|635|635|635|635|635|635|Allez au boulot ! :)|Allez au boulot ! :)|Allez au boulot ! :)|LP001124|Female|No|3+|Not Graduate|No|2083|0.0|28.0|180.0|1.0|Urban|
636|636|636|636|636|636|Allez au boulot ! :)|636|636|636|636.0|Allez au boulot ! :)|LP001128||No|0|Graduate|No|3909|0.0|101.0|360.0|1.0|Urban|
637|637|637|637|637|637|637|637|637|637|637.0|23|LP001135|Female|hello||Not Graduate|No|3765|0.0|125.0|360.0|1.0|Urban|
638|638|638|638|638|Allez au boulot ! :)|638|638|638|638|638.0|Allez au boulot ! :)|LP001149|Male|Yes|0|Graduate|No|5400|4380.0|290.0|360.0|1.0|Urban|
639|639|639|639|639|639|639|639|639|639|639.0|25|LP001153|None|No|0|Graduate|No|0|24000.0|148.0|360.0|0.0|Rural|
640|640|640|640|640|640|640|Allez au boulot ! :)|640|0|640.0|26|LP001163|Male|Yes|2|Graduate|No|4363|1250.0|140.0|360.0||Urban|
641|641|641|641|641|641|641|641|641|641|641.0|27|LP001169|Male|hello|0|Graduate|No|7500|3750.0|275.0|360.0|1.0|Urban|
642|642|642|642|642|642|642|642|642|642|642.0|28|LP001174|Male|Yes|0|Graduate|No|3772|833.0|57.0|360.0||Semiurban|
643|643|643|643|643|643|643|643|643|ù*ùfsfsf///|643.0|29|LP001176|Male|No|0|Graduate|No|2942|2382.0|125.0|180.0|1.0|Urban|
644|644|644|644|644|644|644|644|644|644|644.0|ù*ùfsfsf///|LP001177|Female||0|Not Graduate|No|2478|0.0|75.0|360.0|1.0|Semiurban|
645|645|645|645|645|645|645|645|645|645|645.0|31|LP001183|Male|Yes|2|Graduate|No|6250|820.0|192.0|360.0|1.0|Urban|
646|646|646|646|646|646|646|646|646|646|Allez au boulot ! :)|32|LP001185|Male|No|0|Graduate|No|3268|1683.0|152.0|360.0|1.0|Semiurban|
647|647|647|647|647|647|647|647|647|647|647.0||LP001187|Male|Yes|0|Graduate|No|2783|2708.0|158.0|360.0|1.0|Urban|
648|648|648|648|648|648|648|648|648|648|648.0|None|LP001190|Male|Yes|0|Graduate|No|2740|1541.0|101.0|360.0|1.0|Urban|
649|649|649|649|649|649|649|649|649|649|649.0|35|LP001203|Male|No|0|Graduate|No|3150|0.0|176.0|360.0|0.0|Semiurban|
650|650|650|650|650|650|650|650|650|650|650.0|36|LP001208|Male|Yes|2|Graduate||7350|4029.0|185.0|180.0|1.0|Urban|
651|651|651|651|651|651|651|651|651|651|651.0|37|LP001210|Male|Yes|0|Graduate|Yes|2267|2792.0|90.0|360.0|1.0|Urban|
652|652|652|652|652|652|Allez au boulot ! :)|652|652|652|652.0|None|LP001211|Male||0|Graduate|Yes|5833|0.0|116.0|360.0|1.0|Urban|
653|653|653|653|653|653|653|653|653|653|653.0|39|LP001219|None|No|0|Graduate|No|3643|1963.0|138.0|360.0|1.0|Urban|
654|654|654|654|654|654|654|Allez au boulot ! :)|654|Allez au boulot ! :)|654.0|40|LP001220|Male|Yes|0|Graduate|No|5629|818.0|100.0|360.0|1.0|Urban|
655|655|655|655|655|655|655|655|655|655|655.0|41|LP001221|Female|No|0|Graduate|No|3644|0.0|110.0|360.0|1.0|Urban|
656|656|656|656|656|656|656|656|Allez au boulot ! :)|656|656.0|42|LP001226|Male|Yes|0|Not Graduate|No|1750|2024.0|90.0|360.0|1.0|Semiurban|
657|657|657|657|657|657|657|657|657|657|657.0|43|LP001230|Male||0|Graduate|No|6500|2600.0|200.0|360.0|1.0|Semiurban|
658|658|658|658|658|658|658|658|658|658|658.0|44|LP001231|Female|No|0|Graduate|No|3666|0.0|84.0|360.0|1.0|Urban|
659|659|659|659|659|659|659|659|Allez au boulot ! :)|659|659.0|None|LP001232|Male|Yes|0|Graduate|No|4260|3900.0|185.0|||Urban|
660|660|660|660|660|660|660|Allez au boulot ! :)|660|660|660.0|46|LP001237|Male|Yes||Not Graduate|No|4163|1475.0|162.0|360.0|1.0|Urban|
661|661|661|661|661|661|661|661|661|661|661.0|47|LP001242|Male|No|0|Not Graduate|No|2356|1902.0|108.0|360.0|1.0|Semiurban|
662|662|662|662|662|662|662|662|55555555555|662|662.0|48|LP001268|Male|No|0|Graduate|No|6792|3338.0|187.0||1.0|Urban|
663|663|663|663|663|663|663|663|663|0|Allez au boulot ! :)|49|LP001270|Male|Yes|3+|Not Graduate|Yes|8000|250.0|187.0|360.0|1.0|Semiurban|
664|664|664|664|664|664|664|664|664|664|664.0|50|LP001284|Male|Yes|1|Graduate|No|2419|1707.0|124.0|360.0|1.0|Urban|
665|665|665|665|665|665|Allez au boulot ! :)|665|665|665|hello|51|LP001287||Yes|3+|Not Graduate|No|3500|833.0|120.0|360.0|1.0|Semiurban|
666|666|666|666|666|666|666|666|666|666|666.0|52|LP001291|None|Yes|1|Graduate|No|3500|3077.0|160.0|360.0|1.0|Semiurban|
667|667|667|667|667|Allez au boulot ! :)|667|667|667|667|hello|53|LP001298|ù*ùfsfsf///|Yes|2|Graduate|No|4116|1000.0|30.0|180.0|1.0|Urban|
668|668|668|668|668|668|668|668|668|0|668.0|54|LP001312|Male|Yes|0|Not Graduate|Yes|5293|0.0|92.0|360.0|1.0|Urban|
669|669|669|669|669|669|669|669|669|669|Allez au boulot ! :)|55|LP001313|Male|No|0|Graduate|No|2750|0.0|130.0|360.0|0.0|Urban|
670|670|670|670|670|670|670|670|670|670|670.0|ù*ùfsfsf///|LP001317|Female|No|0|Not Graduate|No|4402|0.0|130.0|360.0|1.0|Rural|
671|671|671|671|671|671|671|671|671|671|671.0|ù*ùfsfsf///|LP001321|Male|Yes|2|Graduate|No|3613|3539.0|134.0|180.0|1.0|Semiurban|
672|672|672|672|672|672|672|672|672|672|672.0|58|LP001323|Female|Yes|2|Graduate|No|2779|3664.0|176.0|360.0|0.0|Semiurban|
673|673|673|673|673|Allez au boulot ! :)|673|673|673|673|673.0|59|LP001324|Male|Yes|3+|Graduate|No|4720|0.0|90.0|180.0|1.0|Semiurban|
674|674|674|674|674|674|Allez au boulot ! :)|674|674|Allez au boulot ! :)|674.0|Allez au boulot ! :)|LP001332|Male|Yes|0|Not Graduate|No|2415|1721.0|110.0|360.0|1.0|Semiurban|
675|675|675|675|675|675|675|675|675|675|675.0|61|-400|Male|Yes|0|Graduate|Yes|7016|292.0|125.0|360.0|1.0|Urban|
676|676|676|676|676|676|676|676|676|676|676.0|62|LP001338|Female|No|2|Graduate|No|4968|0.0|189.0|360.0|1.0|Semiurban|
677|677|677|677|677|677|677|677|677|ù*ùfsfsf///|677.0|63|LP001347|Female|No|0|Graduate|No|2101|1500.0|108.0|360.0|0.0|Rural|
678|678|678|678|678|678|678|678|678|678|678.0|64|LP001348|Male|None|3+|Not Graduate|No|4490|0.0|125.0|360.0|1.0|Urban|
679|679|679|679|679|679|679|courage!!!|679|Allez au boulot ! :)|hello|65|LP001351|Male|Yes|0|Graduate|No|2917|3583.0|138.0|360.0|1.0|Semiurban|
680|680|680|680|680|680|680|680|680|680|Allez au boulot ! :)|66|LP001352|Male|Yes|0|Not Graduate|No|4700|0.0|135.0|360.0|0.0|Semiurban|
681|681|681|681|681|Allez au boulot ! :)|681|681|681|681|Allez au boulot ! :)|67|LP001358|Male|Yes|0|Graduate|No|3445|0.0|130.0|360.0|0.0|Semiurban|
682|682|682|682|682|682|682|682|682|682|682.0|68|LP001359|Male|Yes|0|Graduate|No|7666|0.0|187.0|360.0|1.0|Semiurban|
683|683|683|683|683|683|Allez au boulot ! :)|683|Allez au boulot ! :)|ù*ùfsfsf///|Allez au boulot ! :)|69|LP001361|Male|Yes|0|Graduate|No|2458|5105.0|188.0|360.0|0.0|Rural|
684|684|684|684|684|684|684|684|684|684|684.0|70|LP001366|Female|None||Graduate|No|3250|0.0|95.0|360.0|1.0|Semiurban|
685|685|685|685|685|685|685|685|685|685|685.0|71|LP001368|Male|No|0|Graduate|No|4463|0.0|65.0|360.0|1.0|Semiurban|
686|686|686|686|686|686|Allez au boulot ! :)|686|686|686|686.0|72|LP001375|Male|Yes||Graduate||4083|1775.0|139.0|60.0|1.0|Urban|
687|687|687|687|687|687|687|687|687|687|687.0|73|LP001380|Male|Yes|0|Graduate|Yes|3900|2094.0|232.0|360.0|1.0|Rural|
688|688|688|688|688|688|688|688|688|courage!!!|688.0|74|LP001386|Male|Yes|0|Not Graduate|No|4750|3583.0|144.0|360.0|1.0|Semiurban|
689|689|689|689|689|689|689|689|689|689|689.0|75|LP001400|Male|No|0|Graduate|No|3583|3435.0|155.0|360.0|1.0|Urban|
690|690|690|690|690|690|690|Allez au boulot ! :)|690|Allez au boulot ! :)|690.0|76|LP001407|Male|Yes|0|Graduate|No|3189|2367.0|186.0|360.0|1.0|Urban|
691|691|691|691|691|691|691|691|691|691|691.0|77|LP001413|Male|No|0|Graduate|Yes|6356|0.0|50.0|360.0|1.0|Rural|
